synergy	colval
2353047.97003	2375097.0
34806340.7905	34819017.0
101135534.469	101363301.0
1585211.42959	1729345.0
33312.915049	43380.0
4256265.77406	4271451.0
41522282.4893	46815748.0
10366523.6711	10401586.0
33600788.1535	33609000.0
58949980.7134	59020957.0
111515234.65	111549836.0
5096387.48926	5101632.0
293336822.645	293506292.0
5849.56949056	12022.0
4254313.66017	4285620.0
11563.293077	14352.0
28624216.4328	28638131.0
35028980.4148	36133403.0
3017838.375	3115188.0
38231898.5916	38328567.0
48988819.034	49060281.0
121227941.043	121248145.0
172848605.954	172956409.0
41858441.739	41909762.0
25048787.5763	25164533.0
71368547.4845	71516617.0
23157217.1914	23245840.0
3917320.8125	4043686.0
761906.447581	764654.0
592135.063052	651350.0
-533207.340452	147812.0
229047779.666	229086679.0
118841048.382	118907036.0
43124230.7779	46016833.0
66437260.2746	66518655.0
107475.414644	124011.0
-2853.12356993	29692.0
14199953.748	14210464.0
3375655.11646	3381974.0
9952384.0606	10037846.0
260643.656837	260713.0
242876.68648	434840.0
3351482.46591	3545204.0
44728.7693094	131678.0
9266621.18236	9376845.0
11864490.4894	12020435.0
17477394.7772	17518220.0
13237480.9421	13243107.0
136294026.793	136314294.0
4031921.06695	4100000.0
18504586.4786	18506750.0
184201261.143	184205561.0
30712322.2859	30716131.0
110085581.295	123309890.0
2956964.74665	3008746.0
12626662.5148	12634563.0
24564.0754263	28424.0
67350959.4169	67638368.0
-0.180142359299	68969.0
151627262.594	151958445.0
13468005.3854	13482638.0
6457545.71594	6471459.0
44777213.2141	44785053.0
48264217.0127	48323648.0
5174930.40895	5178569.0
25041808.0	50083616.0
25750.7118054	30835.0
33395168.4276	33395426.0
129123740.423	129128133.0
52791.9592146	70460.0
322395256.803	322740140.0
99079.160707	222559.0
44034.6631373	77725.0
93010146.7104	93149898.0
374850.207181	378176.0
77866530.8621	77911774.0
495285.482885	608866.0
799994.074061	810262.0
6034698.16487	6041521.0
4638661.61413	4855798.0
43368112.8618	43369635.0
5168.46716961	7131.0
25969.125	29679.0
14568942.4732	14602867.0
4638899.55901	4649742.0
168356.728683	169203.0
19825624.8674	20027309.0
6997.55538707	7837.0
6106867.35821	6153075.0
40078548.7404	40089015.0
148409018.193	148478011.0
0.0	16156776.0
55463867.9788	55473600.0
5411783.03233	5758236.0
187507.525368	382183.0
143278.012874	164109.0
7101.0859375	7157.0
669009.230944	678286.0
137845820.364	138433435.0
253936148.085	267665011.0
1535136.0	2046848.0
226113884.59	226164286.0
142013.298867	164826.0
3686551.77185	7374049.0
9020411.8865	9107071.0
57535598.6723	57545092.0
9763911.94901	11617767.0
35395420.5074	35397241.0
25405076.6146	25411386.0
17562345.2472	17844216.0
3846378.78628	4244142.0
5229385.22676	5268764.0
9738.95874295	13024.0
60627515.9064	60652036.0
3520171.60046	3555032.0
28398689.8527	28623900.0
-16423.7158482	24496.0
167195.63325	173246.0
59677033.8615	59735548.0
-47489.602986	28324.0
37371.9565038	101126.0
5146776.92301	5411999.0
24399081.8428	24411322.0
6850513.34475	6857879.0
15137747.8929	15165355.0
47787632.3136	47795658.0
-2698.96350096	5746.0
40809.047444	48661.0
6575349.41079	6577961.0
100191079.724	100317794.0
23443585.0339	26792700.0
48439733.5513	50003043.0
1438999.99866	1439000.0
13167973.4546	13243069.0
21404939.5343	21460601.0
102533092.921	102561004.0
8019513.22807	8046553.0
11013033.8713	11019224.0
-6813.87252189	29483.0
388880.897591	420993.0
996374.580134	1011175.0
25082633.5326	50504655.0
101574726.69	101648571.0
3043507.42034	3125424.0
4122688.34505	4134977.0
125543592.405	125595205.0
8368817.6119	8602333.0
195655.094271	197322.0
2503473.08837	2503902.0
15157.4187615	19528.0
306659.757385	324456.0
-5243320.10462	19162.0
53897007.9972	53898845.0
11974929.1116	12008642.0
19819736.6213	20145595.0
228933.720693	233709.0
6984958.30065	7012630.0
57869000.1322	57890460.0
707063.93036	726207.0
71124205.6539	71195053.0
838087.398332	895904.0
-33701.3360333	3620.0
5774.92339897	6269.0
9610167.63162	9631359.0
1221204.90906	1233297.0
878485.875	1092911.0
-51563.3009922	70234.0
21725004.7548	21753759.0
121469.03125	311245.0
39628.5442547	46265.0
68049010.3964	68540777.0
13739954.1687	13747138.0
191931171.062	193595521.0
11010809.5084	11034885.0
80203610.2279	80245725.0
2702461.30792	2702660.0
100875143.375	100920329.0
6233189.52697	6360968.0
79093339.2299	79108527.0
45539877.6453	45598982.0
22604478.1952	22610437.0
39649736.788	39673162.0
91966.940721	125561.0
882066.194853	916172.0
88302531.2107	88513495.0
141824373.122	141843612.0
84140.1798674	158533.0
40796790.0392	40981289.0
9558006.11034	9593290.0
151861.480918	195104.0
84966.8934899	91910.0
55163319.3885	55414050.0
0.0	33128.0
68442.8223267	68447.0
538829.813477	1079797.0
82244.9003679	84859.0
29950835.9141	30160161.0
26630544.5879	26902075.0
7956090.0819	7962268.0
32245.0243171	39609.0
10561170.2406	10597759.0
3038057.08708	3086127.0
6765821.84867	6819393.0
32941762.3695	32945797.0
2218648.67669	2465129.0
143527.5	153096.0
18248435.9725	18262471.0
12839197.0581	12867455.0
34429.4990865	57739.0
26745588.0153	26895994.0
944203.652064	978819.0
3515960.5	7031921.0
6153134.90816	6208595.0
5586722.75678	5607137.0
135957668.248	136801374.0
4209507.79881	4335095.0
10171729.1449	10178289.0
41833276.7127	41833324.0
675354.318781	687194.0
5047335.3474	5313518.0
2975687.51499	2984524.0
14115.047259	91798.0
4768968.21732	5012867.0
2605201.45595	2923982.0
6627190.26158	6637830.0
6678981.03102	6731940.0
104668299.508	105264608.0
4520389.43372	4555117.0
218026583.794	218080025.0
10265557.0989	10727683.0
10142890.5349	10203522.0
11330027.1919	11376150.0
126948403.358	127120029.0
154844307.0	206459076.0
11744117.933	12037685.0
6743351.45407	6798240.0
24839518.7919	25015518.0
11561.375	13213.0
5947443.51598	5948555.0
94912721.4771	95011339.0
14988195.7463	15011181.0
24492.1470945	169038.0
-2666.59740922	2535.0
10711233.5193	10725228.0
36032.3408066	41768.0
23287232.3871	23591472.0
5092552.83481	5103075.0
4634037.66525	4708044.0
90814528.9419	90815558.0
308623.686523	311194.0
119807177.13	119938730.0
118611384.334	118703275.0
5248662.0	10497324.0
52366648.0638	52597610.0
3577458.17272	3602245.0
-1227.3629635	14478.0
-51.2837738405	8527.0
6593699.10938	6698361.0
15316.4609661	18376.0
12580933.824	14378331.0
28051.8518368	34615.0
2913016.14984	2933255.0
63311407.67	63366989.0
152170505.637	152257509.0
234237217.783	234280354.0
4076940.50841	4080222.0
187524.18325	189911.0
72627.9222378	102456.0
26563975.7974	26673242.0
198466695.875	198542554.0
6420379.15969	6422455.0
2812742.86551	3392669.0
22189896.5883	22365133.0
37251396.3065	38107822.0
151281.804485	151393.0
259913622.621	260044825.0
13052394.1164	13510482.0
11071681.2691	11100392.0
58780.4386184	75183.0
161305.000267	169747.0
84143.8617128	148321.0
36035.4730824	36644.0
282811.872204	297340.0
6034007.05144	6041602.0
6830895.13529	7009513.0
2195540.71151	2301138.0
7480717.47643	7515145.0
34228674.5068	34361342.0
181470.595472	183610.0
49221475.4884	49323468.0
54354553.0487	54461047.0
36163447.4854	36448200.0
6654440.06103	6702434.0
-91417.5846071	70079.0
51153071.1111	51268815.0
50244727.105	50282766.0
5832845.89763	5881367.0
39783935.7041	39785027.0
13103155.1337	13106526.0
10504770.9959	21011500.0
4485421.58351	4563588.0
72289328.8151	72586134.0
150203.613268	195236.0
4800797.74888	4855475.0
37775.8515092	44003.0
36897483.8777	36906460.0
13015.1751304	17436.0
63843657.1927	63856929.0
7856953.31203	8078671.0
481500.0	642000.0
114140614.329	114197520.0
8224970.20399	8380259.0
85366.1735155	118278.0
16599915.0964	17072181.0
23379248.0164	23387530.0
91256463.9968	91411151.0
7792082.04453	7823521.0
31166587.4034	31208000.0
1819466.07336	2007279.0
20961.8468296	23725.0
94357.9208148	97916.0
10694670.3385	11615670.0
